currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.releaseDate.day,node.releaseDate.month,node.releaseDate.year,node.releaseDate.__typename,node.productionStatus.currentProductionStage.id,node.productionStatus.currentProductionStage.text,node.productionStatus.currentProductionStage.__typename,node.productionStatus.__typename,node.__typename,node.latestTrailer,node.certificate,node.runtime
89,ChartTitleEdge,26,EpisodeConnection,Episodes,tt1910272,Steins;Gate,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Steins;Gate,TitleText,rm670595840,640,960,https://m.media-amazon.com/images/M/MV5BZjI1YjZiMDUtZTI3MC00YTA5LWIzMmMtZmQ0NTZiYWM4NTYwXkEyXkFqcGc@._V1_.jpg,Steins;Gate (2011),Markdown,Image,2011,2015.0,YearRange,8.8,80914,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",Markdown,Plot,vi2980953881,Video,,6.0,4.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
90,ChartTitleEdge,22,EpisodeConnection,Episodes,tt0384766,Rome,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Rome,TitleText,rm996848385,500,750,https://m.media-amazon.com/images/M/MV5BMGQ0M2YxMGEtMDQ2MC00NGEwLTliMTQtODVkYWZkNDFkM2Y3XkEyXkFqcGc@._V1_.jpg,Rome (2005),Markdown,Image,2005,2007.0,YearRange,8.7,193389,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,Markdown,Plot,vi1669580313,Video,,28.0,8.0,2005,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
91,ChartTitleEdge,56,EpisodeConnection,Episodes,tt0118421,Oz,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Oz,TitleText,rm2665134593,1400,2100,https://m.media-amazon.com/images/M/MV5BOTk3ZGE4ZjAtNDk2ZS00ZGRmLTljNTYtNTU3Nzc5NWQ2Y2Y4XkEyXkFqcGc@._V1_.jpg,Oz (1997),Markdown,Image,1997,2003.0,YearRange,8.7,111411,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A series chronicling the daily activities of an unusual prison facility and its criminal inhabitants.,Markdown,Plot,vi2262285593,Video,,12.0,7.0,1997,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
92,ChartTitleEdge,16,EpisodeConnection,Episodes,tt7923710,My Mister,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Naui ajusshi,TitleText,rm789361921,461,666,https://m.media-amazon.com/images/M/MV5BMjFkYzIwMTctYzljYS00M2RiLTlhNmItZDM3MjFiOTFiOTY5XkEyXkFqcGc@._V1_.jpg,"Lee Sun-kyun, IU, and Song Sae-byeok in My Mister (2018)",Markdown,Image,2018,2018.0,YearRange,9.0,11919,RatingsSummary,4200.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Family', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A man in his 40s withstands the weight of life. A woman in her 20s goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.",Markdown,Plot,vi3018113305,Video,,3.0,11.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
93,ChartTitleEdge,20,EpisodeConnection,Episodes,tt11280740,Severance,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Severance,TitleText,rm1676647938,2000,3000,https://m.media-amazon.com/images/M/MV5BZDI5YzJhODQtMzQyNy00YWNmLWIxMjUtNDBjNjA5YWRjMzExXkEyXkFqcGc@._V1_.jpg,Adam Scott in Severance (2022),Markdown,Image,2022,,YearRange,8.7,272046,RatingsSummary,3000.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sci-Fi', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",Markdown,Plot,vi1910294809,Video,,18.0,2.0,2022,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
94,ChartTitleEdge,25,EpisodeConnection,Episodes,tt0318871,Berserk,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kenpuu Denki Berserk,TitleText,rm4006436609,770,1080,https://m.media-amazon.com/images/M/MV5BZmE1YTFlZWMtYzRkYi00MWU0LWIwODctZmYzMDExZGRkM2NmXkEyXkFqcGc@._V1_.jpg,"Nobutoshi Canna, Yûko Miyamura, Toshiyuki Morikawa, and Kenji Utsumi in Berserk (1997)",Markdown,Image,1997,1998.0,YearRange,8.7,63434,RatingsSummary,1380.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Guts, a wandering mercenary, joins the Band of the Hawk after being defeated in a duel by Griffith, the group's leader and founder. Together, they dominate every battle, but something menacing lurks in the shadows.",Markdown,Plot,vi515506457,Video,,28.0,5.0,2002,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
95,ChartTitleEdge,26,EpisodeConnection,Episodes,tt5753856,Dark,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dark,TitleText,rm11245569,1080,1920,https://m.media-amazon.com/images/M/MV5BOWJjMGViY2UtNTAzNS00ZGFjLWFkNTMtMDBiMDMyZTM1NTY3XkEyXkFqcGc@._V1_.jpg,Louis Hofmann in Dark (2017),Markdown,Image,2017,2020.0,YearRange,8.7,482572,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",Markdown,Plot,vi997637657,Video,,1.0,12.0,2017,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
96,ChartTitleEdge,12,EpisodeConnection,Episodes,tt5687612,Fleabag,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Fleabag,TitleText,rm683042304,1382,2048,https://m.media-amazon.com/images/M/MV5BMjA4MzU5NzQxNV5BMl5BanBnXkFtZTgwOTg3MDA5NzM@._V1_.jpg,Phoebe Waller-Bridge in Fleabag (2016),Markdown,Image,2016,2019.0,YearRange,8.7,223087,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Series adapted from the award-winning play about a young woman trying to cope with life in London whilst coming to terms with a recent tragedy.,Markdown,Plot,vi1425000729,Video,,16.0,9.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
97,ChartTitleEdge,16,EpisodeConnection,Episodes,tt3581920,The Last of Us,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Last of Us,TitleText,rm553794049,2700,4000,https://m.media-amazon.com/images/M/MV5BY2JiNjU3NWYtMTRlYS00NzY3LWE2NDQtZGFkNWE2MDU4OTExXkEyXkFqcGc@._V1_.jpg,Pedro Pascal and Bella Ramsey in The Last of Us (2023),Markdown,Image,2023,,YearRange,8.7,611154,RatingsSummary,3000.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.",Markdown,Plot,vi2117519641,Video,,15.0,1.0,2023,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
98,ChartTitleEdge,89,EpisodeConnection,Episodes,tt0286486,The Shield,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Shield,TitleText,rm3283063808,575,864,https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@._V1_.jpg,Michael Chiklis in The Shield (2002),Markdown,Image,2002,2008.0,YearRange,8.7,92254,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Follows a gang of corrupt Los Angeles Police Department (LAPD) cops called The Strike Team, who uses illegal methods to maintain law and order, whilst engaging in a series of undercover dealings secretly in order to get rich.",Markdown,Plot,vi1288947993,Video,,12.0,3.0,2002,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
99,ChartTitleEdge,52,EpisodeConnection,Episodes,tt1606375,Downton Abbey,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Downton Abbey,TitleText,rm2690980096,1000,1426,https://m.media-amazon.com/images/M/MV5BYzgzNDVjNjgtNzQxZS00N2E2LTkxNjgtNjIzMGZiM2UwYWQ2XkEyXkFqcGc@._V1_.jpg,"Elizabeth McGovern, Maggie Smith, Hugh Bonneville, Brendan Coyle, Joanne Froggatt, Penelope Wilton, Allen Leech, Michelle Dockery, Laura Carmichael, Lily James, Fifi Hart, and Oliver Barker in Downton Abbey (2010)",Markdown,Image,2010,2015.0,YearRange,8.7,233260,RatingsSummary,3600.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Romance', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,Markdown,Plot,vi1273609497,Video,,9.0,1.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
100,ChartTitleEdge,74,EpisodeConnection,Episodes,tt0407362,Battlestar Galactica,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Battlestar Galactica,TitleText,rm1800363520,680,1000,https://m.media-amazon.com/images/M/MV5BNmMzYzdmNWMtM2ZmMi00Y2E2LWI5ZTMtYWJlNmJiMDgyYWRiXkEyXkFqcGc@._V1_.jpg,"Mary McDonnell, Edward James Olmos, Jamie Bamber, James Callis, Aaron Douglas, Michael Hogan, Grace Park, Katee Sackhoff, and Tricia Helfer in Battlestar Galactica (2004)",Markdown,Image,2004,2009.0,YearRange,8.7,181076,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",Markdown,Plot,vi4258118937,Video,,14.0,1.0,2005,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
101,ChartTitleEdge,46,EpisodeConnection,Episodes,tt5712554,The Grand Tour,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Grand Tour,TitleText,rm245787392,600,900,https://m.media-amazon.com/images/M/MV5BOGQ1M2Y4ZjMtNWRiNS00YTUzLTkxMzEtZjgzYmZjMGVlMzY5XkEyXkFqcGc@._V1_.jpg,"Jeremy Clarkson, James May, and Richard Hammond in The Grand Tour (2016)",Markdown,Image,2016,2024.0,YearRange,8.7,89839,RatingsSummary,3600.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Talk-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Jeremy, Richard and James embark on an adventure across the globe, driving new and exciting automobiles from manufacturers all over the world.",Markdown,Plot,vi133548313,Video,,18.0,11.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
102,ChartTitleEdge,9,EpisodeConnection,Episodes,tt13309742,Blue Eye Samurai,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Blue Eye Samurai,TitleText,rm982219265,2025,3000,https://m.media-amazon.com/images/M/MV5BY2E4ZGIwZWYtMGRiMS00NGI2LTgwYzAtZGY5NGVhNzY3Yjk0XkEyXkFqcGc@._V1_.jpg,Blue Eye Samurai (2023),Markdown,Image,2023,,YearRange,8.7,87887,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Driven by a dream of revenge against those who made her an outcast in Edo-period Japan, a young warrior cuts a bloody path toward her destiny.",Markdown,Plot,vi2446969113,Video,,3.0,11.0,2023,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
103,ChartTitleEdge,92,EpisodeConnection,Episodes,tt0804503,Mad Men,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Mad Men,TitleText,rm1238608897,2000,3000,https://m.media-amazon.com/images/M/MV5BYTNjNjc5OWQtYjMxNC00MzEwLWIxM2UtNjU3NzhkNjZmNGI3XkEyXkFqcGc@._V1_.jpg,Mad Men (2007),Markdown,Image,2007,2015.0,YearRange,8.7,272442,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.",Markdown,Plot,vi3783638297,Video,,19.0,7.0,2007,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
104,ChartTitleEdge,781,EpisodeConnection,Episodes,tt0096697,The Simpsons,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Simpsons,TitleText,rm1730745600,1000,1500,https://m.media-amazon.com/images/M/MV5BNTU2OWE0YWYtMjRlMS00NTUwLWJmZWUtODFhNzJiMGJlMzI3XkEyXkFqcGc@._V1_.jpg,"Julie Kavner, Nancy Cartwright, Dan Castellaneta, and Yeardley Smith in The Simpsons (1989)",Markdown,Image,1989,,YearRange,8.7,450047,RatingsSummary,1320.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The satiric half-hour adventures of a working-class family in the misfit city of Springfield.,Markdown,Plot,vi551536921,Video,,17.0,12.0,1989,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
105,ChartTitleEdge,54,EpisodeConnection,Episodes,tt0387764,Peep Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Peep Show,TitleText,rm1741292032,473,709,https://m.media-amazon.com/images/M/MV5BNmQ0MGMwNjMtNmEyMC00OTA2LTg4YTEtNjBhNjNkYTgzMmZlXkEyXkFqcGc@._V1_.jpg,David Mitchell and Robert Webb in Peep Show (2003),Markdown,Image,2003,2015.0,YearRange,8.7,69856,RatingsSummary,1500.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,Markdown,Plot,vi1217052185,Video,,12.0,11.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
106,ChartTitleEdge,176,EpisodeConnection,Episodes,tt0092455,Star Trek: The Next Generation,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Star Trek: The Next Generation,TitleText,rm3121789185,1434,2048,https://m.media-amazon.com/images/M/MV5BMmNiNTQ2YzYtODBjYy00ZWMwLTlmNWMtYWE1NTQ2ZTYyZmMwXkEyXkFqcGc@._V1_.jpg,"Michael Dorn, Jonathan Frakes, Gates McFadden, Marina Sirtis, Brent Spiner, LeVar Burton, and Patrick Stewart in Star Trek: The Next Generation (1987)",Markdown,Image,1987,1994.0,YearRange,8.7,142425,RatingsSummary,2700.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.",Markdown,Plot,vi4173515033,Video,,26.0,9.0,1987,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
107,ChartTitleEdge,176,EpisodeConnection,Episodes,tt0412142,House,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,House M.D.,TitleText,rm2468813056,832,1225,https://m.media-amazon.com/images/M/MV5BMjgxYjAwNmMtYTAwZC00YmQxLWJlOTMtMWM0NGJmNDE0YmI2XkEyXkFqcGc@._V1_.jpg,Hugh Laurie in House (2004),Markdown,Image,2004,2012.0,YearRange,8.7,549982,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Using a crack team of doctors and his wits, an antisocial maverick doctor specializing in diagnostic medicine does whatever it takes to solve puzzling cases that come his way.",Markdown,Plot,vi3218917657,Video,,16.0,11.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
108,ChartTitleEdge,501,EpisodeConnection,Episodes,tt0988824,Naruto: Shippuden,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Naruto: Shippûden,TitleText,rm4272559361,1000,1426,https://m.media-amazon.com/images/M/MV5BNTk3MDA1ZjAtNTRhYS00YzNiLTgwOGEtYWRmYTQ3NjA0NTAwXkEyXkFqcGc@._V1_.jpg,Naruto: Shippuden (2007),Markdown,Image,2007,2017.0,YearRange,8.7,192631,RatingsSummary,1440.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",Markdown,Plot,vi1921301529,Video,,28.0,10.0,2009,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
109,ChartTitleEdge,84,EpisodeConnection,Episodes,tt0367279,Arrested Development,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Arrested Development,TitleText,rm2120183552,1500,2222,https://m.media-amazon.com/images/M/MV5BOTk3N2M0MjktMDhkNi00ZGVhLTk4YTUtYjI5MDJmMWUzNTgwXkEyXkFqcGc@._V1_.jpg,"Jason Bateman, Jeffrey Tambor, Will Arnett, Michael Cera, and Alia Shawkat in Arrested Development (2003)",Markdown,Image,2003,2019.0,YearRange,8.7,332992,RatingsSummary,1320.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.",Markdown,Plot,vi243383321,Video,,2.0,11.0,2003,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
